Project Number,Project Number Sequence,Plan Series,Capital Plan,Agency Name,Category Description,Element Description,Project Description,Latitude,Longitude,Location Indicator,Location
T7080640,166,7,Capital Plan 2015 - 2019,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,B-Division Beacon Train Arrival System - Phase 2,40.845701,-73.91044,multilocation,"(40.845701, -73.91044)"
T8050350,2,8,Capital Plan 2020 - 2024,New York City Transit,TRACK,MAINLINE SWITCH REPLACEMENT,Mainline Track Switches 2024 / Dyre,40.886786,-73.831821,multilocation,"(40.886786, -73.831821)"
T8040720,6,8,Capital Plan 2020 - 2024,New York City Transit,PASSENGER STATIONS,STATION ESCALATORS / ELEVATORS,Replace 20 Elevators at 9 Stations,40.759906,-73.829016,multilocation,"(40.759906, -73.829016)"
T8030219,1,8,Capital Plan 2020 - 2024,New York City Transit,BUSES,BUS REPLACEMENT,Battery Electric Bus Charging Infrastructure: Jamaica Gantries,40.700696,-73.790425,base,"(40.700696, -73.790425)"
T6041304,1,6,Capital Plan 2010 - 2014,New York City Transit,PASSENGER STATIONS,DISABLED ACCESSIBILITY,Improve Horizontal and Vertical Platform Clearance at Various Locations,40.708586,-73.958393,multilocation,"(40.708586, -73.958393)"
T6080319,4,6,Capital Plan 2010 - 2014,New York City Transit,SIGNALS & COMMUNICATIONS,SIGNAL MODERNIZATION,Install Communication-Based Train Control on the Queens Boulevard Line West - Phase 1,40.7531599,-73.9067093,multilocation,"(40.7531599, -73.9067093)"
T7041418,1,7,Capital Plan 2015 - 2019,New York City Transit,PASSENGER STATIONS,OTHER STATION IMPROVEMENTS,Station Capacity Enhancements at Metropolitan Avenue on the Crosstown Line,40.712882,-73.951413,base,"(40.712882, -73.951413)"
L50501S8,1,5,Capital Plan 2005 - 2009,Long Island Rail Road,COMMUNICATIONS AND SIGNALS,COMMUNICATIONS IMPROVEMENTS,Audio Visual Paging System,40.699642,-73.80862,base,"(40.699642, -73.80862)"
S6070101,6,6,Capital Plan 2010 - 2014,Staten Island Railway,STATEN ISLAND RAILWAY,SIR: MISCELLANEOUS,Structural Repairs at Eight Staten Island Railway Stations,40.551227,-74.151474,multilocation,"(40.551227, -74.151474)"
D806CBX1,1,8,Capital Plan 2020 - 2024,Bridges And Tunnels,MISCELLANEOUS,CROSS BAY BRIDGE,Operational Improvements - Cross Bay Bridge,40.597273,-73.820407,base,"(40.597273, -73.820407)"
T7120317,1,7,Capital Plan 2015 - 2019,New York City Transit,DEPOTS,DEPOT REHAB AND RECONSTRUCTION,Replacement of Roof Topping and Expansion Joints at Michael J. Quill Depot - Design Only,40.760488,-74.000432,base,"(40.760488, -74.000432)"
T8160704,4,8,Capital Plan 2020 - 2024,New York City Transit,MISC./EMERGENCY,EMPLOYEE FACILITIES,Employee Facility Repairs at 4 Locations on the 8 Avenue Line (Uptown),40.811311,-73.952222,multilocation,"(40.811311, -73.952222)"
D601QM40,1,6,Capital Plan 2010 - 2014,Bridges And Tunnels,Structures,Queens Midtown Tunnel,"Rehabilitation of Tunnel Walls, Ceiling Repair and Leak Control - Queens Midtown Tunnel",40.742036,-73.952193,base,"(40.742036, -73.952193)"
T8050343,6,8,Capital Plan 2020 - 2024,New York City Transit,TRACK,MAINLINE SWITCH REPLACEMENT,Mainline Track Switches 2024 / 8th Ave-Fulton,40.675905,-73.867884,multilocation,"(40.675905, -73.867884)"
L60601YC,1,6,Capital Plan 2010 - 2014,Long Island Rail Road,SHOPS AND YARDS,SHOPS AND YARDS,Hillside Maintenance Facility component improvements,40.70662,-73.778772,base,"(40.70662, -73.778772)"
T7080640,7,7,Capital Plan 2015 - 2019,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,B-Division Beacon Train Arrival System - Phase 2,40.675408,-73.871896,multilocation,"(40.675408, -73.871896)"
L70401C6,3,7,Capital Plan 2015 - 2019,Long Island Rail Road,LINE STRUCTURES,BRIDGES,Bridge Painting,40.7007361,-73.8038083,multilocation,"(40.7007361, -73.8038083)"
T7080640,171,7,Capital Plan 2015 - 2019,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,B-Division Beacon Train Arrival System - Phase 2,40.858827,-73.934416,multilocation,"(40.858827, -73.934416)"
T60412B1,1,6,Capital Plan 2010 - 2014,New York City Transit,PASSENGER STATIONS,STATION WORK,Component Repairs at 3 Stations on the Crosstown Line - Design Only,40.688068,-73.966902,multilocation,"(40.688068, -73.966902)"
T8050324,12,8,Capital Plan 2020 - 2024,New York City Transit,TRACK,MAINLINE SWITCH REPLACEMENT,Mainline Track Switches 2022 / 8th Avenue,40.673602,-73.865178,multilocation,"(40.673602, -73.865178)"
T6080622,17,6,Capital Plan 2010 - 2014,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Help Point at 93 Stations,40.718333,-73.987477,multilocation,"(40.718333, -73.987477)"
L8020409,1,8,Capital Plan 2020 - 2024,Long Island Rail Road,STATIONS,STATIONS AND BUILDINGS,ADA Hollis Station,40.710383,-73.766346,base,"(40.710383, -73.766346)"
T5080615,16,5,Capital Plan 2005 - 2009,New York City Transit,SIGNALS AND COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Public Address / Customer Information Screens - Phase 3,40.660325,-73.998152,multilocation,"(40.660325, -73.998152)"
ET040331,7,6,Capital Plan 2010 - 2014,Security / Disaster Recovery,PASSENGER STATIONS,STATION MITIGATION: SANDY,Mitigation: Long Term Flood Mitigation Studies at Various Locations,40.718698,-74.000254,multilocation,"(40.718698, -74.000254)"
G5110104,1,5,Capital Plan 2005 - 2009,Capital Construction Company,FLUSHING LINE EXTENSION,FLUSHING LINE EXTENSION,Structural and Civil Construction for the Extension of #7 Subway Line,40.755775,-74.001978,multilocation,"(40.755775, -74.001978)"
T6041208,1,6,Capital Plan 2010 - 2014,New York City Transit,PASSENGER STATIONS,STATION WORK,Renewal of Middletown Rd. Station on the Pelham Line,40.84388,-73.836248,base,"(40.84388, -73.836248)"
T7080633,42,7,Capital Plan 2015 - 2019,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Help Point at 49 Stations (Transit Wireless),40.690638,-73.981865,multilocation,"(40.690638, -73.981865)"
T8050341,6,8,Capital Plan 2020 - 2024,New York City Transit,TRACK,MAINLINE SWITCH REPLACEMENT,Mainline Track Switches 2023 / Myrtle,40.71066,-73.889855,multilocation,"(40.71066, -73.889855)"
T7120418,17,7,Capital Plan 2015 - 2019,New York City Transit,DEPOTS,DEPOT IMPROVEMENTS,Automated Fuel Management System Upgrade,40.819238,-73.958023,multilocation,"(40.819238, -73.958023)"
T6080649,29,6,Capital Plan 2010 - 2014,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Help Point at 64 Stations,40.807776,-73.945469,multilocation,"(40.807776, -73.945469)"
M8020102,1,8,Capital Plan 2020 - 2024,Metro-North Railroad,STATIONS,GRAND CENTRAL TERMINAL,Park Avenue Tunnel Improvements- Design Only,40.7529,-73.977,base,"(40.7529, -73.977)"
D604BB28,1,6,Capital Plan 2010 - 2014,Bridges And Tunnels,Utilities,Brooklyn-Battery Tunnel,Installation of   Fire Standpipe in the HCT/BBT  Brooklyn Plaza,40.680687,-74.00587,base,"(40.680687, -74.00587)"
T5060206,4,5,Capital Plan 2005 - 2009,New York City Transit,LINE EQUIPMENT,TUNNEL LIGHTING,Tunnel Lighting 42nd Street to 96th Street - Broadway-7th Avenue Line,40.773881,-73.982224,multilocation,"(40.773881, -73.982224)"
T7090205,6,7,Capital Plan 2015 - 2019,New York City Transit,TRACTION POWER,SUBSTATIONS,Replace 25Hz Frequency Converters at 11 Substations,40.748343,-73.93827,multilocation,"(40.748343, -73.93827)"
T8080323,6,8,Capital Plan 2020 - 2024,New York City Transit,SIGNALS & COMMUNICATION,SIGNAL MODERNIZATION,SigMod: Crosstown Line and 3 Interlockings,40.705664,-73.950243,multilocation,"(40.705664, -73.950243)"
G7100107,1,7,Capital Plan 2015 - 2019,Capital Construction Company,FULL LENGTH SECOND AVE SUBWAY,FULL LENGTH SECOND AVE SUBWAY,SAS 2: Preliminary Construction/Utilities,40.79075,-73.94213,base,"(40.79075, -73.94213)"
D702RK65,1,7,Capital Plan 2015 - 2019,Bridges And Tunnels,ROADWAYS & DECKS,ROBERT F. KENNEDY BRIDGE,Final design and construction of Ramp Rehabilitation at the Manhattan Plaza of the Robert F. Kennedy Bridge,40.799322,-73.92108,base,"(40.799322, -73.92108)"
T6080304,4,6,Capital Plan 2010 - 2014,New York City Transit,SIGNALS & COMMUNICATIONS,SIGNAL MODERNIZATION,Replace Solid State Signal Equipment at 13 Locations,40.817927,-73.94776,multilocation,"(40.817927, -73.94776)"
ET060336,4,6,Capital Plan 2010 - 2014,Security / Disaster Recovery,LINE EQUIPMENT,LINE EQUIPMT MITIGATION: SANDY,Mitigation: 4 Pump Rooms (Jerome-Pelham Tube),40.810432,-73.933027,multilocation,"(40.810432, -73.933027)"
T7120322,1,7,Capital Plan 2015 - 2019,New York City Transit,DEPOTS,DEPOT REHAB AND RECONSTRUCTION,New Modular Office at East New York Depot,40.678122,-73.899624,base,"(40.678122, -73.899624)"
T8070334,5,8,Capital Plan 2020 - 2024,New York City Transit,LINE STRUCTURES,LINE STRUCTURE REHABILITATION,Rehabilitation of Emergency Exits at 12 Locations,40.763969,-73.970511,multilocation,"(40.763969, -73.970511)"
T8041238,19,8,Capital Plan 2020 - 2024,New York City Transit,PASSENGER STATIONS,STATION WORK,"Station Components: 43 Locations, Phase 1",40.768401,-73.981896,multilocation,"(40.768401, -73.981896)"
L8020701,1,8,Capital Plan 2020 - 2024,Long Island Rail Road,STATIONS,GRAND CENTRAL TERMINAL,GCT Facility Needs,40.752723,-73.977262,base,"(40.752723, -73.977262)"
T5041156,1,5,Capital Plan 2005 - 2009,New York City Transit,PASSENGER STATIONS,STATION REHABILITATION,Rehabilitate Beach 60th Street Station - Rockaway Line,40.592365,-73.789673,base,"(40.592365, -73.789673)"
T7080610,7,7,Capital Plan 2015 - 2019,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Help Point at 64 Stations (Transit Wireless),40.823582,-73.935832,multilocation,"(40.823582, -73.935832)"
T8090411,2,8,Capital Plan 2020 - 2024,New York City Transit,TRACTION POWER,POWER DISTRIBUTION,Rehabilitation of 5 CBHs at Various Locations,40.665437,-73.880261,multilocation,"(40.665437, -73.880261)"
G8090120,1,8,Capital Plan 2020 - 2024,Capital Construction Company,EAST SIDE ACCESS,EAST SIDE ACCESS,ESA: FA System Testing & Commissioning,40.753,-73.97706,base,"(40.753, -73.97706)"
T7030224,4,7,Capital Plan 2015 - 2019,New York City Transit,BUSES,BUS REPLACEMENT,All-Electric Bus (AEB) Chargers for 5 Bus Depots,40.870062,-73.91298,multilocation,"(40.870062, -73.91298)"
EM040302,2,6,Capital Plan 2010 - 2014,Security / Disaster Recovery,COMMUNICATIONS AND SIGNALS,COMM/SIGNAL MITIGATION: SANDY,Hudson Line Power and Signal Resiliency,41.2084,-73.8982,multilocation,"(41.2084, -73.8982)"
T7080640,83,7,Capital Plan 2015 - 2019,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,B-Division Beacon Train Arrival System - Phase 2,40.577245,-73.981424,multilocation,"(40.577245, -73.981424)"
ET090307,11,6,Capital Plan 2010 - 2014,Security / Disaster Recovery,TRACTION POWER,TRACTIONPOWER MITIGATION:SANDY,Mitigation: Substation Hardening at 24 Locations,40.716672,-73.952051,multilocation,"(40.716672, -73.952051)"
T5089901,9,5,Capital Plan 2005 - 2009,New York City Transit,SIGNALS AND COMMUNICATIONS,ARRA SIGNAL & COMM PROJECTS,"Heating, Ventilation and Air-Conditioning: Station Communication Rooms",40.867686,-73.921203,multilocation,"(40.867686, -73.921203)"
M6020102,1,6,Capital Plan 2010 - 2014,Metro-North Railroad,STATIONS,GRAND CENTRAL TERMINAL,Park Avenue Tunnel Renewal,40.752999,-73.97706,base,"(40.752999, -73.97706)"
T8040717,2,8,Capital Plan 2020 - 2024,New York City Transit,PASSENGER STATIONS,STATION ESCALATORS / ELEVATORS,Replace 19 Elevators at Various Locations,40.746751,-73.891142,multilocation,"(40.746751, -73.891142)"
T7080640,130,7,Capital Plan 2015 - 2019,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,B-Division Beacon Train Arrival System - Phase 2,40.757042,-73.989903,multilocation,"(40.757042, -73.989903)"
G6090110,1,6,Capital Plan 2010 - 2014,Mta Capital Construction Company,East Side Access,EAST SIDE ACCESS,ESA: Signal Systems,40.75332,-73.976998,base,"(40.75332, -73.976998)"
T6120434,1,6,Capital Plan 2010 - 2014,New York City Transit,DEPOTS,DEPOT IMPROVEMENTS,Replacement of Chassis Wash at Queens Village Bus Depot (SBMP),40.717013,-73.730417,base,"(40.717013, -73.730417)"
ET040331,2,6,Capital Plan 2010 - 2014,Security / Disaster Recovery,PASSENGER STATIONS,STATION MITIGATION: SANDY,Mitigation: Long Term Flood Mitigation Studies at Various Locations,40.718507,-74.000645,multilocation,"(40.718507, -74.000645)"
L60304TU,1,6,Capital Plan 2010 - 2014,Long Island Rail Road,TRACK,OTHER TRACK IMPROVEMENTS,Jamaica Capacity Improvements - Phase One,40.6997932,-73.8086344,base,"(40.6997932, -73.8086344)"
T6080623,6,6,Capital Plan 2010 - 2014,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Passenger Station Local Area Network at 68 Stations,40.702155,-73.801041,multilocation,"(40.702155, -73.801041)"
T8050239,1,8,Capital Plan 2020 - 2024,New York City Transit,TRACK,MAINLINE TRACK REHABILITATION,Mainline Track Replacement / 86 Street on Broadway-7th Ave,40.78888,-73.976059,base,"(40.78888, -73.976059)"
T6090404,1,6,Capital Plan 2010 - 2014,New York City Transit,TRACTION POWER,POWER DISTRIBUTION,Rehab Circuit Breaker Houses #74/74A on the Jamaica Line,40.708955,-73.959551,multilocation,"(40.708955, -73.959551)"
ET040306,6,6,Capital Plan 2010 - 2014,Security / Disaster Recovery,PASSENGER STATIONS,STATION MITIGATION: SANDY,Mitigation: 6 Lower Manhattan Stations - Design Only,40.707336,-74.013898,multilocation,"(40.707336, -74.013898)"
T7160404,2,7,Capital Plan 2015 - 2019,New York City Transit,MISC./EMERGENCY,MANAGEMENT INFORMATION SYSTEMS,Replace IBM P-Series/SAN for Disaster Recovery at 2 Broadway and 130 Livingston Street,40.704433,-74.012766,multilocation,"(40.704433, -74.012766)"
T7041291,2,7,Capital Plan 2015 - 2019,New York City Transit,PASSENGER STATIONS,STATION WORK,Repair of Subway Interior Stairs at Canal Street on the Broadway Line (SBMP),40.719501,-74.001774,multilocation,"(40.719501, -74.001774)"
T7041205,1,7,Capital Plan 2015 - 2019,New York City Transit,PASSENGER STATIONS,STATION WORK,Renewal of 30 Avenue Station on the Astoria Line - Design Only,40.766738,-73.921516,base,"(40.766738, -73.921516)"
T7090421,1,7,Capital Plan 2015 - 2019,New York City Transit,TRACTION POWER,POWER DISTRIBUTION,Rehab Enclosure: Circuit Breaker House #76 on the Jamaica Line,40.696696,-73.934661,base,"(40.696696, -73.934661)"
T7080609,8,7,Capital Plan 2015 - 2019,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Communication Room Upgrade and Expansion - Phase 2,40.816637,-73.907564,multilocation,"(40.816637, -73.907564)"
T7060502,9,7,Capital Plan 2015 - 2019,New York City Transit,LINE EQUIPMENT,LINE EQUIPMENT,Replace Vent Plant Motor Control System at Various Locations,40.765456,-73.983806,multilocation,"(40.765456, -73.983806)"
T6041250,1,6,Capital Plan 2010 - 2014,New York City Transit,PASSENGER STATIONS,STATION WORK,Renewal of Van Siclen Avenue Station on the New Lots Line,40.665488,-73.889315,base,"(40.665488, -73.889315)"
D801HH37,1,8,Capital Plan 2020 - 2024,Bridges And Tunnels,STRUCTURES,HENRY HUDSON BRIDGE,Preliminary Design for the Reconstruction of the Upper Level North Abutment and Retaining Wall,40.879744,-73.91908,base,"(40.879744, -73.91908)"
T5041147,1,5,Capital Plan 2005 - 2009,New York City Transit,PASSENGER STATIONS,STATION REHABILITATION,Rehabilitate Parkchester-E 177th Street Station - Pelham Line,40.832938,-73.86271,base,"(40.832938, -73.86271)"
T7070349,1,7,Capital Plan 2015 - 2019,New York City Transit,LINE STRUCTURES,LINE STRUCTURE REHABILITATION,Overcoat Painting and Steel Repair at 24 Avenue to Stillwell Terminal on the West End Line - Design Only,40.599933,-73.990527,multilocation,"(40.599933, -73.990527)"
T7080640,181,7,Capital Plan 2015 - 2019,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,B-Division Beacon Train Arrival System - Phase 2,40.768082,-73.981912,multilocation,"(40.768082, -73.981912)"
T6120313,1,6,Capital Plan 2010 - 2014,New York City Transit,DEPOTS,DEPOT REHAB AND RECONSTRUCTION,Rehab Components at Gun Hill Bus Depot - Design Only,40.866071,-73.832775,base,"(40.866071, -73.832775)"
T6080621,16,6,Capital Plan 2010 - 2014,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Passenger Station Local Area Network at 30 Stations,40.754399,-73.984459,multilocation,"(40.754399, -73.984459)"
T7080633,4,7,Capital Plan 2015 - 2019,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Help Point at 49 Stations (Transit Wireless),40.713216,-74.009086,multilocation,"(40.713216, -74.009086)"
T8041238,43,8,Capital Plan 2020 - 2024,New York City Transit,PASSENGER STATIONS,STATION WORK,"Station Components: 43 Locations, Phase 1",40.66138,-73.962204,multilocation,"(40.66138, -73.962204)"
T6080640,1,6,Capital Plan 2010 - 2014,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Passenger Station Local Area Network at 3 Stations on the Crosstown Line,40.744103,-73.949676,multilocation,"(40.744103, -73.949676)"
ED040243,1,6,Capital Plan 2010 - 2014,Security / Disaster Recovery,UTILITIES,UTILITIES: SANDY,Restore Hugh Carey Tunnel utilities damaged by Super Storm Sandy,40.680284,-74.005445,multilocation,"(40.680284, -74.005445)"
T7080610,39,7,Capital Plan 2015 - 2019,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Help Point at 64 Stations (Transit Wireless),40.749106,-73.937078,multilocation,"(40.749106, -73.937078)"
T60412I1,2,6,Capital Plan 2010 - 2014,New York City Transit,PASSENGER STATIONS,STATION WORK,Platform Component Repairs at 2 Locations on the Jerome Line - Design Only,40.844401,-73.914721,multilocation,"(40.844401, -73.914721)"
T6041294,6,6,Capital Plan 2010 - 2014,New York City Transit,PASSENGER STATIONS,STATION WORK,Component Repairs at 6 Stations on the Canarsie Line - Design Only,40.70732,-73.939777,multilocation,"(40.70732, -73.939777)"
T7120405,1,7,Capital Plan 2015 - 2019,New York City Transit,DEPOTS,DEPOT IMPROVEMENTS,Storage Tank Replacement - Design Only,40.632835,-74.128244,multilocation,"(40.632835, -74.128244)"
T5070303,10,5,Capital Plan 2005 - 2009,New York City Transit,LINE STRUCTURES,LINE STRUCTURE REHABILITATION,Overcoat Bronx Park East to 241st Street - White Plains Road Line,40.849001,-73.868377,multilocation,"(40.849001, -73.868377)"
T7080341,14,7,Capital Plan 2015 - 2019,New York City Transit,SIGNALS & COMMUNICATIONS,SIGNAL MODERNIZATION,Install Communication-Based Train Control (CBTC): Lexington Ave Line and Interlockings - Design Only,40.809007,-73.934042,multilocation,"(40.809007, -73.934042)"
T7070315,1,7,Capital Plan 2015 - 2019,New York City Transit,LINE STRUCTURES,LINE STRUCTURE REHABILITATION,Overcoat Painting and Steel Repair at East New York Leads and Loops - Design Only,40.676929,-73.902757,multilocation,"(40.676929, -73.902757)"
T7080640,78,7,Capital Plan 2015 - 2019,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,B-Division Beacon Train Arrival System - Phase 2,40.62085,-73.975236,multilocation,"(40.62085, -73.975236)"
EM050208,1,6,Capital Plan 2010 - 2014,Security / Disaster Recovery,POWER,POWER REPAIRS: SANDY,Power Infrastructure Restoration - Substations,41.192131,-73.883376,multilocation,"(41.192131, -73.883376)"
T5090212,25,5,Capital Plan 2005 - 2009,New York City Transit,POWER,SUBSTATIONS,Rehabilitate Underground Substation Hatchways,40.782716,-73.971238,multilocation,"(40.782716, -73.971238)"
T7080640,196,7,Capital Plan 2015 - 2019,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,B-Division Beacon Train Arrival System - Phase 2,40.752934,-73.90606,multilocation,"(40.752934, -73.90606)"
